"Age","Year","log_mx"
27,1977,-6.94043845178635
28,1977,-6.92663579387794
29,1977,-6.8951435305432
30,1977,-6.86373813487753
31,1977,-6.83793321720746
32,1977,-6.781279162061
33,1977,-6.74191602893431
34,1977,-6.67447585957893
35,1977,-6.61059018844106
36,1977,-6.55038108901468
37,1977,-6.46991703660961
38,1977,-6.39264889870636
39,1977,-6.3076790191467
40,1977,-6.23192614890011
41,1977,-6.1450746829022
42,1977,-6.03305205613279
43,1977,-5.94763079100622
44,1977,-5.86868688445997
45,1977,-5.77808757930238
46,1977,-5.67107028421388
47,1977,-5.572486312171
48,1977,-5.47467973943006
49,1977,-5.36948997566733
50,1977,-5.27765937893868
51,1977,-5.19626707381069
52,1977,-5.08437998235679
53,1977,-5.00291348494723
54,1977,-4.89326826032401
55,1977,-4.82560656229707
56,1977,-4.71445129276369
57,1977,-4.6215614589111
58,1977,-4.52734763331264
59,1977,-4.43811591832196
60,1977,-4.34753396343475
61,1977,-4.27576408208103
62,1977,-4.15853299441425
63,1977,-4.07830546543216
